ID_Venda;Data;ID_Produto;ID_Cliente;Qtd
15528;2023-07-04 00:00:00;P-018;76;4
15529;2023-08-30 00:00:00;P-001;81;1
15530;2023-12-29 00:00:00;P-004;6;1
15531;10/10/2023;P-016;13;2
15532;10/02/2023;P-016;86;4
15533;2023-12-02 00:00:00;P-018;75;3
15534;2023-06-11 00:00:00;P-008;64;3
15535;2023-06-09 00:00:00;P-010;7;2
15536;30/03/2023; P-016 ;45;1
15537;2023-11-18 00:00:00;P-011;45;4
15538;12/01/2023;P-006;85;4
15539;2023-03-14 00:00:00;P-001;65;1
15540;2023-03-17 00:00:00;P-012;94;4
15541;2023-12-12 00:00:00;P-006;19;2
15542;20/07/2023;P-013;47;4
15543;2023-01-10 00:00:00;P-017;46;4
15544;18/12/2023;P-001;29;1
15545;2023-08-14 00:00:00;P-008;99;1
15546;2023-06-25 00:00:00; P-008 ;84;3
15547;2023-10-03 00:00:00;P-011;100;2
15548;08/02/2023;P-014;61;1
15549;2023-03-01 00:00:00;P-010;65;1
15550;2023-03-07 00:00:00; P-015 ;23;1
15551;17/11/2023;P-007;95;4
15552;2023-05-04 00:00:00;P-007;51;2
15553;2023-06-13 00:00:00; P-010 ;63;2
15554;2023-06-08 00:00:00;P-004;99;4
15555;2023-02-26 00:00:00;P-018;22;4
15556;19/03/2023;P-010;71;1
15557;2023-07-13 00:00:00;P-019;33;3
15558;2023-10-12 00:00:00;P-014;100;3
15559;15/01/2023;P-013;44;2
15560;2023-01-12 00:00:00;P-015;7;3
15561;2023-04-11 00:00:00;P-016;91;1
15562;2023-06-05 00:00:00; P-002 ;2;4
15563;2023-12-06 00:00:00; P-004 ;17;2
15564;2023-05-05 00:00:00;P-018;65;2
15565;2023-12-25 00:00:00; P-017 ;58;4
15566;07/10/2023;P-010;30;3
15567;2023-04-20 00:00:00;P-009;86;2
15568;2023-11-30 00:00:00; P-015 ;92;4
15569;2023-12-23 00:00:00;P-012;97;4
15570;2023-05-26 00:00:00; P-009 ;26;3
15571;2023-08-04 00:00:00;P-014;35;3
15572;2023-06-11 00:00:00;P-013;63;1
15573;08/05/2023;P-006;75;3
15574;2023-11-10 00:00:00;P-019;71;3
15575;2023-11-28 00:00:00; P-004 ;28;4
15576;30/05/2023;P-020;25;2
15577;2023-02-05 00:00:00;P-017;61;4
15578;2023-06-22 00:00:00; P-019 ;31;1
15579;22/01/2023;P-003;54;4
15580;2023-07-25 00:00:00;P-014;67;1
15581;2023-05-07 00:00:00;P-017;97;3
15582;02/12/2023;P-013;51;2
15583;2023-12-22 00:00:00;P-009;58;2
15584;2023-08-05 00:00:00;P-001;34;4
15585;2023-04-06 00:00:00;P-017;59;2
15586;13/06/2023;P-016;21;1
15587;2023-05-28 00:00:00;P-018;56;1
15588;18/01/2023;P-002;37;3
15589;2023-10-21 00:00:00;P-014;64;4
15590;2023-07-14 00:00:00;P-017;19;3
15591;2023-05-31 00:00:00; P-003 ;85;2
15592;2023-12-31 00:00:00;P-002;78;3
15593;03/05/2023;P-008;74;2
15594;2023-07-06 00:00:00;P-002;53;1
15595;2023-05-29 00:00:00; P-002 ;71;4
15596;2023-04-14 00:00:00;P-009;93;4
15597;2023-08-31 00:00:00;P-020;63;3
15598;2023-08-19 00:00:00;P-006;62;2
15599;25/07/2023;P-012;72;1
15600;2023-07-17 00:00:00;P-009;77;2
15601;03/12/2023;P-007;19;3
15602;2023-03-28 00:00:00;P-012;75;2
15603;2023-05-22 00:00:00;P-005;2;1
15604;2023-11-13 00:00:00;P-016;6;3
15605;2023-07-18 00:00:00;P-005;29;1
15606;2023-02-15 00:00:00;P-012;41;3
15607;2023-10-15 00:00:00;P-020;51;4
15608;2023-01-15 00:00:00;P-009;5;2
15609;2023-02-13 00:00:00; P-007 ;41;1
15610;2023-06-18 00:00:00;P-019;62;1
15611;2023-11-06 00:00:00; P-020 ;30;2
15612;2023-02-13 00:00:00;P-011;62;1
15613;2023-04-08 00:00:00; P-012 ;100;1
15614;2023-09-18 00:00:00; P-003 ;27;1
15615;19/04/2023;P-017;50;4
15616;2023-10-10 00:00:00;P-007;82;1
15617;2023-12-09 00:00:00; P-010 ;52;4
15618;2023-04-14 00:00:00;P-015;49;2
15619;2023-09-13 00:00:00;P-002;62;4
15620;25/07/2023;P-013;100;1
15621;2023-12-01 00:00:00;P-004;60;1
15622;2023-02-12 00:00:00;P-018;80;1
15623;2023-12-19 00:00:00; P-001 ;54;4
15624;2023-09-02 00:00:00; P-002 ;5;3
15625;2023-10-14 00:00:00;P-002;9;3
15626;2023-12-21 00:00:00;P-004;34;2
15627;2023-09-30 00:00:00;P-003;98;2
15628;2023-03-24 00:00:00; P-017 ;36;2
15629;2023-04-20 00:00:00;P-014;95;1
15630;2023-07-09 00:00:00;P-002;20;3
15631;2023-10-15 00:00:00;P-016;81;3
15632;2023-09-08 00:00:00;P-011;84;2
15633;2023-07-31 00:00:00;P-013;92;3
15634;2023-10-18 00:00:00; P-001 ;85;2
15635;2023-05-13 00:00:00; P-002 ;83;1
15636;20/07/2023;P-002;63;3
15637;2023-10-12 00:00:00; P-005 ;67;1
15638;22/11/2023;P-004;30;1
15639;2023-04-05 00:00:00; P-012 ;69;3
15640;05/10/2023;P-003;70;4
15641;2023-11-21 00:00:00;P-020;3;2
15642;07/08/2023;P-010;49;3
15643;2023-03-30 00:00:00;P-020;42;1
15644;2023-03-13 00:00:00;P-018;24;2
15645;2023-09-04 00:00:00;P-010;44;1
15646;09/05/2023;P-001;1;2
15647;2023-07-31 00:00:00; P-006 ;54;3
15648;2023-12-09 00:00:00;P-011;52;1
15649;06/04/2023; P-002 ;36;2
15650;16/03/2023;P-007;79;2
15651;2023-02-23 00:00:00;P-020;38;3
15652;10/12/2023; P-018 ;44;2
15653;23/02/2023;P-019;82;2
15654;06/08/2023;P-004;87;1
15655;16/01/2023;P-013;47;3
15656;2023-04-09 00:00:00;P-018;29;3
15657;2023-01-20 00:00:00; P-020 ;51;1
15658;2023-02-15 00:00:00;P-013;41;4
15659;12/07/2023; P-019 ;86;1
15660;2023-02-27 00:00:00; P-017 ;64;1
15661;2023-04-21 00:00:00;P-001;88;4
15662;2023-05-09 00:00:00;P-006;48;2
15663;03/12/2023; P-019 ;77;3
15664;2023-07-13 00:00:00;P-020;97;3
15665;2023-12-06 00:00:00;P-001;22;4
15666;2023-11-22 00:00:00; P-008 ;99;3
15667;08/01/2023;P-017;17;4
15668;2023-01-29 00:00:00; P-015 ;86;2
15669;2023-04-22 00:00:00;P-018;5;4
15670;2023-06-10 00:00:00;P-007;61;3
15671;11/05/2023;P-016;89;3
15672;2023-07-07 00:00:00;P-007;6;4
15673;2023-06-12 00:00:00; P-017 ;53;3
15674;2023-07-16 00:00:00;P-004;81;4
15675;2023-12-30 00:00:00;P-012;95;3
15676;2023-07-23 00:00:00; P-013 ;17;1
15677;31/07/2023; P-004 ;59;2
15678;19/04/2023;P-001;97;3
15679;2023-10-03 00:00:00;P-001;39;3
15680;2023-03-14 00:00:00; P-007 ;54;3
15681;16/06/2023;P-009;48;4
15682;2023-09-17 00:00:00; P-001 ;37;3
15683;2023-08-31 00:00:00;P-016;48;4
15684;2023-10-02 00:00:00;P-018;68;3
15685;2023-04-12 00:00:00;P-015;78;1
15686;22/06/2023;P-006;77;1
15687;20/06/2023; P-002 ;27;2
15688;2023-05-21 00:00:00;P-009;88;4
15689;2023-07-07 00:00:00; P-004 ;27;2
15690;2023-03-27 00:00:00;P-013;72;3
15691;2023-02-21 00:00:00;P-011;63;3
15692;2023-04-21 00:00:00;P-013;52;1
15693;31/12/2023;P-011;47;2
15694;08/12/2023; P-019 ;21;3
15695;2023-02-12 00:00:00;P-008;57;3
15696;2023-07-30 00:00:00;P-007;75;4
15697;2023-07-19 00:00:00;P-016;95;3
15698;2023-10-25 00:00:00;P-003;91;2
15699;2023-12-12 00:00:00;P-017;42;1
15700;2023-08-28 00:00:00; P-018 ;48;1
15701;2023-04-25 00:00:00;P-015;27;3
15702;2023-01-26 00:00:00;P-017;72;3
15703;2023-10-26 00:00:00;P-011;33;3
15704;18/03/2023; P-005 ;76;4
15705;17/05/2023;P-016;35;3
15706;20/01/2023; P-015 ;98;3
15707;30/07/2023;P-010;16;4
15708;2023-08-28 00:00:00;P-014;36;2
15709;2023-02-08 00:00:00;P-002;66;4
15710;25/09/2023;P-016;76;1
15711;26/07/2023;P-019;91;4
15712;2023-09-24 00:00:00;P-008;56;4
15713;2023-06-03 00:00:00;P-015;17;2
15714;11/02/2023;P-010;20;2
15715;2023-01-11 00:00:00;P-005;85;3
15716;2023-10-21 00:00:00;P-020;94;4
15717;2023-04-08 00:00:00;P-016;84;2
15718;2023-10-02 00:00:00;P-012;8;1
15719;2023-08-18 00:00:00;P-013;18;3
15720;2023-08-08 00:00:00;P-009;18;4
15721;06/03/2023;P-017;18;1
15722;2023-12-21 00:00:00;P-020;2;2
15723;2023-08-20 00:00:00;P-012;76;3
15724;24/11/2023; P-005 ;96;1
15725;21/02/2023;P-012;72;4
15726;2023-09-20 00:00:00; P-001 ;51;1
15727;2023-09-24 00:00:00;P-020;10;3
15728;25/12/2023;P-016;75;4
15729;2023-11-13 00:00:00;P-012;14;4
15730;2023-11-20 00:00:00; P-009 ;26;1
15731;03/06/2023;P-013;47;3
15732;2023-12-24 00:00:00;P-017;30;4
15733;2023-05-20 00:00:00;P-017;56;3
15734;2023-02-20 00:00:00; P-004 ;42;2
15735;2023-04-27 00:00:00; P-014 ;4;1
15736;2023-02-15 00:00:00;P-019;11;3
15737;2023-11-05 00:00:00;P-007;24;2
15738;29/03/2023;P-003;86;2
15739;2023-07-27 00:00:00;P-001;67;3
15740;2023-09-26 00:00:00; P-012 ;37;3
15741;30/03/2023;P-015;2;1
15742;28/04/2023;P-011;12;1
15743;2023-02-23 00:00:00;P-010;21;4
15744;2023-04-26 00:00:00;P-002;69;1
15745;28/04/2023;P-004;71;3
15746;17/09/2023;P-017;64;4
15747;2023-03-16 00:00:00;P-017;68;2
15748;01/11/2023;P-008;43;2
15749;07/01/2023; P-014 ;54;3
15750;02/05/2023;P-004;100;4
15751;11/01/2023;P-006;62;4
15752;14/12/2023;P-019;86;1
15753;2023-08-03 00:00:00;P-004;93;2
15754;2023-10-06 00:00:00; P-003 ;73;2
15755;2023-01-28 00:00:00;P-020;90;1
15756;2023-08-23 00:00:00;P-006;12;2
15757;2023-11-09 00:00:00;P-007;1;1
15758;26/01/2023;P-014;72;2
15759;2023-02-23 00:00:00;P-012;33;2
15760;2023-01-29 00:00:00;P-016;64;2
15761;2023-12-19 00:00:00; P-020 ;68;1
15762;2023-06-13 00:00:00; P-008 ;14;2
15763;2023-09-27 00:00:00;P-002;93;2
15764;30/11/2023; P-013 ;14;4
15765;2023-02-04 00:00:00;P-008;9;2
15766;2023-10-13 00:00:00; P-020 ;73;3
15767;14/12/2023; P-016 ;26;2
15768;2023-09-30 00:00:00;P-004;49;2
15769;2023-07-27 00:00:00;P-016;17;4
15770;2023-08-26 00:00:00;P-020;68;4
15771;2023-04-03 00:00:00; P-006 ;60;1
15772;2023-06-22 00:00:00;P-004;3;1
15773;20/03/2023;P-016;93;3
15774;2023-04-20 00:00:00;P-013;25;4
15775;2023-08-05 00:00:00;P-005;21;1
15776;2023-12-24 00:00:00;P-015;12;1
15777;16/04/2023;P-008;54;1
15778;2023-02-16 00:00:00;P-007;1;4
15779;30/06/2023;P-014;1;4
15780;2023-03-05 00:00:00;P-007;45;3
15781;2023-09-03 00:00:00;P-007;46;4
15782;01/09/2023;P-018;48;4
15783;2023-11-16 00:00:00;P-010;7;4
15784;2023-03-28 00:00:00;P-018;10;3
15785;2023-08-05 00:00:00;P-014;15;2
15786;07/01/2023;P-010;40;2
15787;2023-10-05 00:00:00;P-007;11;1
15788;2023-12-03 00:00:00;P-007;56;2
15789;29/07/2023;P-007;46;2
15790;2023-06-18 00:00:00;P-005;45;3
15791;2023-11-26 00:00:00; P-001 ;87;3
15792;18/05/2023;P-014;13;2
15793;02/11/2023; P-018 ;27;2
15794;18/08/2023;P-013;81;2
15795;2023-11-04 00:00:00;P-008;50;1
15796;2023-06-10 00:00:00;P-008;61;3
15797;2023-01-01 00:00:00;P-010;13;2
15798;2023-08-24 00:00:00;P-017;12;4
15799;07/07/2023; P-006 ;29;2
15800;04/01/2023;P-015;85;4
15801;2023-05-12 00:00:00;P-015;84;1
15802;2023-08-06 00:00:00;P-016;20;4
15803;17/09/2023;P-008;31;3
15804;2023-01-01 00:00:00;P-019;8;1
15805;2023-03-12 00:00:00;P-020;24;1
15806;2023-06-27 00:00:00; P-015 ;75;2
15807;2023-07-08 00:00:00;P-003;39;1
15808;2023-10-18 00:00:00;P-006;33;1
15809;2023-01-08 00:00:00;P-008;42;4
15810;2023-09-10 00:00:00; P-016 ;15;2
15811;19/10/2023; P-015 ;68;3
15812;2023-09-01 00:00:00;P-013;65;2
15813;2023-05-03 00:00:00;P-020;32;3
15814;2023-10-26 00:00:00;P-015;11;4
15815;2023-10-10 00:00:00; P-018 ;94;1
15816;2023-02-01 00:00:00;P-013;37;1
15817;30/11/2023;P-008;19;2
15818;2023-05-26 00:00:00;P-014;51;2
15819;05/06/2023;P-011;100;2
15820;2023-01-16 00:00:00;P-006;34;1
15821;21/12/2023; P-001 ;71;1
15822;2023-02-16 00:00:00;P-002;60;4
15823;2023-09-08 00:00:00;P-013;84;3
15824;06/07/2023; P-001 ;53;2
15825;2023-01-31 00:00:00;P-004;12;1
15826;2023-09-17 00:00:00;P-002;62;3
15827;2023-01-17 00:00:00; P-020 ;96;2
15828;08/02/2023;P-016;66;2
15829;2023-10-31 00:00:00;P-003;86;3
15830;2023-02-08 00:00:00;P-017;48;3
15831;12/05/2023; P-005 ;40;3
15832;2023-01-30 00:00:00;P-008;24;1
15833;2023-06-07 00:00:00;P-012;50;4
15834;05/10/2023;P-012;95;2
15835;2023-07-22 00:00:00;P-001;68;2
15836;2023-03-07 00:00:00;P-001;88;3
15837;2023-04-18 00:00:00; P-015 ;43;1
15838;2023-09-25 00:00:00; P-017 ;17;3
15839;10/08/2023;P-002;83;1
15840;2023-10-19 00:00:00; P-017 ;55;4
15841;2023-01-18 00:00:00;P-020;34;2
15842;2023-03-31 00:00:00; P-009 ;97;2
15843;30/06/2023;P-012;70;1
15844;2023-09-12 00:00:00; P-004 ;60;4
15845;2023-09-10 00:00:00; P-013 ;51;4
15846;2023-09-14 00:00:00;P-004;100;2
15847;2023-12-12 00:00:00; P-007 ;77;2
15848;2023-03-28 00:00:00;P-014;73;3
15849;2023-03-31 00:00:00; P-009 ;35;1
15850;2023-08-25 00:00:00;P-001;34;2
15851;11/03/2023;P-001;16;4
15852;2023-02-13 00:00:00;P-020;82;4
15853;2023-07-19 00:00:00;P-004;18;2
15854;2023-06-01 00:00:00;P-001;38;4
15855;2023-03-27 00:00:00;P-010;43;1
15856;2023-01-19 00:00:00;P-002;32;4
15857;11/04/2023;P-015;7;4
15858;2023-04-05 00:00:00; P-003 ;87;2
15859;2023-09-11 00:00:00;P-009;87;1
15860;2023-12-23 00:00:00;P-017;46;1
15861;30/01/2023;P-013;61;3
15862;06/09/2023;P-003;18;1
15863;2023-02-02 00:00:00;P-004;71;3
15864;17/08/2023; P-004 ;40;2
15865;2023-01-12 00:00:00; P-011 ;88;4
15866;28/04/2023;P-007;78;1
15867;2023-12-16 00:00:00; P-011 ;50;3
15868;2023-06-04 00:00:00;P-011;5;1
15869;03/09/2023;P-010;54;2
15870;2023-11-28 00:00:00;P-005;86;3
15871;2023-09-04 00:00:00;P-013;58;3
15872;2023-01-29 00:00:00;P-012;22;3
15873;2023-06-10 00:00:00;P-010;74;2
15874;23/08/2023;P-007;90;3
15875;2023-07-09 00:00:00;P-019;79;4
15876;2023-04-27 00:00:00;P-019;38;2
15877;2023-09-28 00:00:00;P-019;49;4
15878;2023-09-15 00:00:00; P-012 ;1;4
15879;2023-06-29 00:00:00;P-020;78;2
15880;2023-06-21 00:00:00;P-015;36;1
15881;01/10/2023;P-005;95;4
15882;2023-09-16 00:00:00;P-014;28;2
15883;15/05/2023;P-012;98;4
15884;2023-06-20 00:00:00;P-011;35;3
15885;29/07/2023;P-005;60;4
15886;2023-08-24 00:00:00; P-016 ;62;4
15887;2023-07-05 00:00:00; P-018 ;87;4
15888;30/12/2023;P-012;46;3
15889;2023-04-05 00:00:00;P-005;83;4
15890;2023-01-11 00:00:00;P-016;82;2
15891;09/03/2023;P-012;79;4
15892;29/07/2023;P-002;61;2
15893;15/07/2023;P-006;65;4
15894;2023-04-08 00:00:00;P-004;89;4
15895;2023-04-03 00:00:00; P-013 ;26;4
15896;2023-01-22 00:00:00;P-010;35;1
15897;21/06/2023;P-017;57;1
15898;2023-05-14 00:00:00;P-014;79;3
15899;2023-01-25 00:00:00;P-015;63;2
15900;2023-07-04 00:00:00; P-008 ;4;3
15901;2023-03-26 00:00:00;P-018;79;2
15902;24/02/2023;P-003;42;3
15903;08/09/2023;P-017;45;3
15904;24/05/2023; P-007 ;39;4
15905;17/12/2023;P-013;65;4
15906;2023-06-16 00:00:00; P-016 ;22;4
15907;12/08/2023;P-005;11;4
15908;2023-08-08 00:00:00;P-004;37;4
15909;2023-06-28 00:00:00;P-010;90;3
15910;2023-04-29 00:00:00;P-013;51;2
15911;22/09/2023;P-010;91;1
15912;30/05/2023; P-014 ;58;1
15913;2023-08-03 00:00:00; P-012 ;77;2
15914;16/07/2023;P-001;7;1
15915;2023-02-11 00:00:00;P-020;8;3
15916;2023-02-22 00:00:00; P-020 ;51;2
15917;2023-11-26 00:00:00;P-007;23;2
15918;2023-09-08 00:00:00;P-009;90;1
15919;22/10/2023; P-008 ;91;1
15920;2023-09-28 00:00:00;P-013;9;3
15921;03/05/2023;P-014;46;4
15922;2023-12-05 00:00:00;P-012;38;2
15923;2023-09-23 00:00:00; P-008 ;13;4
15924;14/12/2023;P-018;7;1
15925;2023-01-29 00:00:00;P-016;11;2
15926;2023-02-04 00:00:00;P-011;74;4
15927;2023-01-06 00:00:00;P-016;97;3
15928;2023-04-21 00:00:00;P-014;50;3
15929;21/10/2023;P-003;67;3
15930;2023-03-18 00:00:00;P-002;41;2
15931;15/12/2023;P-003;29;2
15932;2023-05-27 00:00:00;P-004;37;2
15933;08/03/2023; P-005 ;56;2
15934;2023-01-08 00:00:00;P-010;80;2
15935;2023-05-02 00:00:00;P-020;16;4
15936;2023-12-06 00:00:00; P-002 ;44;4
15937;2023-06-24 00:00:00;P-012;50;3
15938;2023-06-28 00:00:00;P-005;71;4
15939;2023-03-26 00:00:00;P-005;79;4
15940;2023-02-14 00:00:00;P-001;6;3
15941;2023-05-16 00:00:00;P-004;18;3
15942;09/12/2023;P-012;19;1
15943;2023-01-16 00:00:00;P-012;51;3
15944;2023-11-29 00:00:00;P-016;66;4
15945;2023-07-14 00:00:00;P-017;3;2
15946;09/01/2023;P-010;89;3
15947;2023-11-12 00:00:00;P-017;100;1
15948;2023-11-30 00:00:00;P-017;54;4
15949;29/11/2023;P-018;49;1
15950;23/11/2023; P-002 ;28;1
15951;15/01/2023; P-004 ;38;4
15952;2023-11-23 00:00:00;P-019;28;1
15953;12/04/2023;P-011;32;4
15954;2023-08-14 00:00:00;P-017;41;1
15955;2023-10-05 00:00:00; P-012 ;36;2
15956;23/04/2023;P-002;36;3
15957;2023-01-01 00:00:00;P-006;87;2
15958;23/09/2023;P-009;66;2
15959;2023-07-27 00:00:00; P-005 ;10;1
15960;20/04/2023; P-020 ;70;3
15961;19/07/2023;P-009;72;3
15962;2023-11-02 00:00:00;P-008;79;3
15963;2023-01-12 00:00:00; P-020 ;93;1
15964;11/12/2023;P-008;63;2
15965;07/07/2023; P-006 ;92;4
15966;2023-06-03 00:00:00;P-003;22;4
15967;2023-11-30 00:00:00;P-005;98;4
15968;2023-10-06 00:00:00;P-009;20;3
15969;2023-06-20 00:00:00;P-007;33;4
15970;2023-05-14 00:00:00;P-004;15;2
15971;2023-01-25 00:00:00; P-007 ;7;4
15972;18/01/2023; P-005 ;88;3
15973;2023-07-09 00:00:00;P-011;90;3
15974;2023-05-21 00:00:00;P-015;50;4
15975;2023-02-12 00:00:00;P-002;10;3
15976;2023-11-30 00:00:00;P-013;79;4
15977;2023-10-11 00:00:00;P-016;37;3
15978;2023-05-26 00:00:00;P-007;59;1
15979;11/11/2023;P-008;88;1
15980;2023-11-15 00:00:00; P-006 ;75;2
15981;2023-04-02 00:00:00; P-007 ;63;1
15982;2023-06-28 00:00:00;P-018;21;4
15983;2023-02-25 00:00:00;P-020;79;3
15984;04/06/2023;P-007;79;2
15985;2023-06-09 00:00:00;P-003;37;4
15986;2023-04-21 00:00:00;P-005;45;4
15987;17/05/2023;P-001;14;2
15988;2023-08-20 00:00:00;P-015;43;2
15989;2023-08-08 00:00:00;P-003;85;4
15990;2023-03-09 00:00:00;P-008;84;3
15991;2023-10-29 00:00:00;P-009;33;4
15992;2023-09-06 00:00:00;P-015;3;3
15993;2023-11-19 00:00:00; P-010 ;87;2
15994;06/01/2023;P-002;44;4
15995;07/10/2023;P-020;87;1
15996;04/04/2023;P-005;91;4
15997;26/09/2023;P-019;35;3
15998;2023-07-16 00:00:00;P-013;25;4
15999;25/01/2023;P-011;96;3
16000;2023-05-28 00:00:00; P-001 ;86;1
16001;2023-04-28 00:00:00;P-015;8;2
16002;2023-12-04 00:00:00;P-018;62;1
16003;2023-12-04 00:00:00; P-016 ;18;3
16004;2023-03-07 00:00:00;P-009;92;2
16005;28/10/2023;P-001;28;2
16006;2023-06-24 00:00:00;P-011;75;4
16007;2023-11-15 00:00:00;P-009;12;1
16008;2023-03-17 00:00:00;P-011;64;3
16009;24/04/2023;P-013;2;3
16010;2023-04-21 00:00:00;P-002;59;2
16011;06/09/2023;P-014;37;4
16012;2023-07-22 00:00:00;P-006;4;3
16013;27/05/2023; P-008 ;41;4
16014;2023-02-04 00:00:00;P-018;45;2
16015;2023-11-05 00:00:00;P-016;34;2
16016;2023-01-26 00:00:00;P-012;87;2
16017;2023-08-26 00:00:00;P-011;13;4
16018;2023-01-14 00:00:00;P-006;7;3
16019;14/02/2023;P-003;32;1
16020;2023-08-04 00:00:00; P-014 ;23;4
16021;2023-08-21 00:00:00;P-002;49;2
16022;2023-07-12 00:00:00;P-011;72;1
16023;2023-02-20 00:00:00;P-003;47;1
16024;2023-08-02 00:00:00; P-018 ;37;1
16025;31/05/2023; P-001 ;98;1
16026;2023-10-02 00:00:00;P-001;48;1
16027;2023-12-04 00:00:00;P-012;29;2
16028;2023-03-17 00:00:00;P-015;37;3
16029;08/08/2023;P-005;23;1
16030;2023-12-14 00:00:00;P-006;38;3
16031;2023-07-06 00:00:00; P-016 ;93;3
16032;2023-10-16 00:00:00;P-012;44;4
16033;2023-01-28 00:00:00;P-012;5;2
16034;2023-06-29 00:00:00;P-003;52;1
16035;10/09/2023;P-002;40;3
16036;2023-05-06 00:00:00;P-007;11;4
16037;2023-06-26 00:00:00; P-002 ;78;3
16038;2023-02-06 00:00:00;P-007;2;1
16039;2023-04-09 00:00:00;P-011;35;2
16040;2023-04-08 00:00:00; P-011 ;45;2
16041;07/05/2023; P-014 ;49;1
16042;2023-06-17 00:00:00;P-003;35;3
16043;21/03/2023;P-014;92;4
16044;21/10/2023;P-011;72;2
16045;2023-11-29 00:00:00;P-004;32;2
16046;06/05/2023;P-017;68;3
16047;2023-12-09 00:00:00; P-016 ;71;3
16048;2023-11-06 00:00:00;P-003;39;3
16049;2023-05-30 00:00:00;P-010;48;4
16050;2023-01-16 00:00:00; P-015 ;91;3
16051;28/01/2023;P-008;37;4
16052;2023-06-22 00:00:00; P-018 ;60;1
16053;15/02/2023;P-003;81;4
16054;2023-11-24 00:00:00;P-007;74;3
16055;2023-08-24 00:00:00;P-010;4;4
16056;2023-08-02 00:00:00;P-020;23;4
16057;2023-03-26 00:00:00;P-009;14;4
16058;09/10/2023;P-014;5;2
16059;20/08/2023; P-014 ;66;3
16060;2023-03-26 00:00:00;P-011;24;4
16061;2023-03-06 00:00:00;P-001;18;3
16062;2023-05-14 00:00:00;P-004;27;1
16063;2023-05-31 00:00:00;P-006;24;4
16064;2023-04-25 00:00:00;P-005;29;4
16065;2023-03-05 00:00:00;P-003;11;1
16066;2023-12-09 00:00:00;P-002;18;3
16067;2023-12-29 00:00:00; P-003 ;4;1
16068;2023-12-18 00:00:00;P-009;33;1
16069;07/06/2023; P-019 ;78;1
16070;2023-03-18 00:00:00; P-019 ;42;1
16071;2023-05-26 00:00:00;P-017;32;3
16072;09/12/2023;P-018;51;4
16073;2023-08-13 00:00:00;P-011;4;1
16074;09/11/2023;P-012;20;1
16075;2023-04-13 00:00:00;P-003;85;2
16076;2023-12-13 00:00:00; P-018 ;67;3
16077;28/10/2023;P-006;89;1
16078;29/03/2023; P-007 ;68;2
16079;2023-10-30 00:00:00;P-001;62;1
16080;2023-06-17 00:00:00;P-006;58;3
16081;2023-06-19 00:00:00;P-018;47;2
16082;15/05/2023; P-013 ;75;2
16083;2023-02-19 00:00:00;P-019;80;3
16084;06/12/2023;P-007;59;2
16085;2023-12-13 00:00:00;P-019;100;2
16086;2023-05-14 00:00:00;P-009;6;1
16087;2023-12-13 00:00:00; P-003 ;95;2
16088;2023-05-17 00:00:00; P-012 ;40;4
16089;02/09/2023;P-020;77;3
16090;19/04/2023; P-018 ;23;1
16091;2023-11-09 00:00:00;P-008;52;2
16092;2023-10-14 00:00:00;P-009;4;4
16093;21/01/2023;P-013;37;1
16094;31/03/2023; P-008 ;42;3
16095;2023-10-23 00:00:00; P-010 ;44;2
16096;2023-04-22 00:00:00;P-017;97;3
16097;2023-10-28 00:00:00;P-007;42;3
16098;2023-03-18 00:00:00;P-017;29;2
16099;2023-06-26 00:00:00;P-018;19;2
16100;2023-12-09 00:00:00;P-002;84;1
16101;2023-05-28 00:00:00;P-003;32;3
16102;2023-04-11 00:00:00;P-019;44;2
16103;2023-09-03 00:00:00;P-001;55;3
16104;27/04/2023;P-010;80;2
16105;2023-04-02 00:00:00; P-014 ;5;3
16106;2023-01-28 00:00:00; P-013 ;46;1
16107;25/01/2023;P-009;76;3
16108;2023-02-27 00:00:00; P-006 ;45;2
16109;24/10/2023; P-006 ;21;4
16110;14/05/2023; P-019 ;78;1
16111;2023-11-27 00:00:00;P-010;22;1
16112;2023-09-06 00:00:00;P-003;30;4
16113;07/02/2023;P-018;23;2
16114;2023-03-16 00:00:00; P-019 ;5;1
16115;2023-05-22 00:00:00;P-005;63;4
16116;2023-11-18 00:00:00;P-011;93;4
16117;2023-06-17 00:00:00;P-010;59;3
16118;2023-09-16 00:00:00; P-017 ;94;3
16119;2023-12-21 00:00:00;P-004;82;2
16120;2023-08-13 00:00:00; P-018 ;52;4
16121;01/06/2023;P-018;65;3
16122;2023-01-19 00:00:00;P-001;39;2
16123;26/05/2023;P-014;81;1
16124;2023-08-29 00:00:00;P-008;3;3
16125;10/12/2023;P-002;42;2
16126;2023-08-25 00:00:00;P-019;71;3
16127;04/02/2023;P-015;27;1
16128;09/07/2023;P-002;28;1
16129;2023-01-01 00:00:00; P-004 ;54;3
16130;02/06/2023; P-001 ;95;1
16131;2023-05-06 00:00:00;P-019;15;2
16132;11/12/2023;P-010;53;3
16133;14/08/2023;P-001;72;3
16134;09/08/2023;P-020;70;1
16135;2023-07-30 00:00:00;P-015;92;2
16136;2023-01-25 00:00:00;P-004;4;3
16137;16/01/2023;P-007;94;3
16138;2023-07-01 00:00:00;P-007;17;1
16139;2023-11-25 00:00:00;P-018;34;1
16140;2023-05-09 00:00:00; P-013 ;6;2
16141;2023-02-11 00:00:00;P-010;36;2
16142;2023-12-02 00:00:00; P-008 ;99;1
16143;2023-08-24 00:00:00;P-010;39;2
